Filename|Predictions
n02092002-Scottish_deerhound\n02092002_10911.jpg|n02100236-German_short-haired_pointer
n02092002-Scottish_deerhound\n02092002_11087.jpg|n02093859-Kerry_blue_terrier
n02092002-Scottish_deerhound\n02092002_11088.jpg|n02097047-miniature_schnauzer
n02092002-Scottish_deerhound\n02092002_11105.jpg|n02092002-Scottish_deerhound
n02092002-Scottish_deerhound\n02092002_11131.jpg|n02088632-bluetick
n02092002-Scottish_deerhound\n02092002_11245.jpg|n02093859-Kerry_blue_terrier
n02092002-Scottish_deerhound\n02092002_1130.jpg|n02111129-Leonberg
n02092002-Scottish_deerhound\n02092002_11390.jpg|n02112350-keeshond
n02092002-Scottish_deerhound\n02092002_11428.jpg|n02088094-Afghan_hound
n02092002-Scottish_deerhound\n02092002_11459.jpg|n02090721-Irish_wolfhound
n02092002-Scottish_deerhound\n02092002_1147.jpg|n02116738-African_hunting_dog
n02092002-Scottish_deerhound\n02092002_1153.jpg|n02090721-Irish_wolfhound
n02092002-Scottish_deerhound\n02092002_1170.jpg|n02088094-Afghan_hound
n02092002-Scottish_deerhound\n02092002_120.jpg|n02096177-cairn
n02092002-Scottish_deerhound\n02092002_1200.jpg|n02113978-Mexican_hairless
n02092002-Scottish_deerhound\n02092002_12394.jpg|n02093754-Border_terrier
n02092002-Scottish_deerhound\n02092002_12414.jpg|n02090721-Irish_wolfhound
n02092002-Scottish_deerhound\n02092002_1242.jpg|n02096051-Airedale
n02092002-Scottish_deerhound\n02092002_1253.jpg|n02105056-groenendael
n02092002-Scottish_deerhound\n02092002_12544.jpg|n02092002-Scottish_deerhound
n02092002-Scottish_deerhound\n02092002_12595.jpg|n02092002-Scottish_deerhound
n02092002-Scottish_deerhound\n02092002_12828.jpg|n02105162-malinois
n02092002-Scottish_deerhound\n02092002_12977.jpg|n02090721-Irish_wolfhound
n02092002-Scottish_deerhound\n02092002_13159.jpg|n02110627-affenpinscher
n02092002-Scottish_deerhound\n02092002_13372.jpg|n02097130-giant_schnauzer
n02092002-Scottish_deerhound\n02092002_13380.jpg|n02091467-Norwegian_elkhound
n02092002-Scottish_deerhound\n02092002_1339.jpg|n02106382-Bouvier_des_Flandres
n02092002-Scottish_deerhound\n02092002_13565.jpg|n02093859-Kerry_blue_terrier
n02092339-Weimaraner\n02092339_1013.jpg|n02111277-Newfoundland
n02092339-Weimaraner\n02092339_107.jpg|n02112137-chow
n02092339-Weimaraner\n02092339_110.jpg|n02111129-Leonberg
n02092339-Weimaraner\n02092339_1100.jpg|n02099429-curly-coated_retriever
n02092339-Weimaraner\n02092339_114.jpg|n02107142-Doberman
n02092339-Weimaraner\n02092339_120.jpg|n02090721-Irish_wolfhound
n02092339-Weimaraner\n02092339_1331.jpg|n02095570-Lakeland_terrier
n02092339-Weimaraner\n02092339_14.jpg|n02085936-Maltese_dog
n02092339-Weimaraner\n02092339_1509.jpg|n02096437-Dandie_Dinmont
n02092339-Weimaraner\n02092339_1521.jpg|n02110958-pug
n02092339-Weimaraner\n02092339_1672.jpg|n02104029-kuvasz
n02092339-Weimaraner\n02092339_1700.jpg|n02094433-Yorkshire_terrier
n02092339-Weimaraner\n02092339_174.jpg|n02110185-Siberian_husky
n02092339-Weimaraner\n02092339_176.jpg|n02093859-Kerry_blue_terrier
n02092339-Weimaraner\n02092339_1796.jpg|n02092002-Scottish_deerhound
n02092339-Weimaraner\n02092339_1849.jpg|n02097130-giant_schnauzer
n02092339-Weimaraner\n02092339_1856.jpg|n02088094-Afghan_hound
n02092339-Weimaraner\n02092339_1930.jpg|n02099849-Chesapeake_Bay_retriever
n02092339-Weimaraner\n02092339_1950.jpg|n02111889-Samoyed
n02092339-Weimaraner\n02092339_2006.jpg|n02093859-Kerry_blue_terrier
n02092339-Weimaraner\n02092339_205.jpg|n02093647-Bedlington_terrier
n02092339-Weimaraner\n02092339_2103.jpg|n02093647-Bedlington_terrier
n02092339-Weimaraner\n02092339_2157.jpg|n02087394-Rhodesian_ridgeback
n02092339-Weimaraner\n02092339_2239.jpg|n02100877-Irish_setter
n02093256-Staffordshire_bullterrier\n02093256_10078.jpg|n02093256-Staffordshire_bullterrier
n02093256-Staffordshire_bullterrier\n02093256_11023.jpg|n02100877-Irish_setter
n02093256-Staffordshire_bullterrier\n02093256_1132.jpg|n02097130-giant_schnauzer
n02093256-Staffordshire_bullterrier\n02093256_1134.jpg|n02097130-giant_schnauzer
n02093256-Staffordshire_bullterrier\n02093256_11569.jpg|n02116738-African_hunting_dog
n02093256-Staffordshire_bullterrier\n02093256_11732.jpg|n02105056-groenendael
n02093256-Staffordshire_bullterrier\n02093256_11806.jpg|n02115641-dingo
n02093256-Staffordshire_bullterrier\n02093256_11820.jpg|n02112350-keeshond
n02093256-Staffordshire_bullterrier\n02093256_1183.jpg|n02099429-curly-coated_retriever
n02093256-Staffordshire_bullterrier\n02093256_11836.jpg|n02097130-giant_schnauzer
n02093256-Staffordshire_bullterrier\n02093256_12174.jpg|n02097130-giant_schnauzer
n02093256-Staffordshire_bullterrier\n02093256_12347.jpg|n02112706-Brabancon_griffon
n02093256-Staffordshire_bullterrier\n02093256_1272.jpg|n02100877-Irish_setter
n02093256-Staffordshire_bullterrier\n02093256_1275.jpg|n02093256-Staffordshire_bullterrier
n02093256-Staffordshire_bullterrier\n02093256_12785.jpg|n02102973-Irish_water_spaniel
n02093256-Staffordshire_bullterrier\n02093256_1309.jpg|n02111277-Newfoundland
n02093256-Staffordshire_bullterrier\n02093256_13267.jpg|n02113978-Mexican_hairless
n02093256-Staffordshire_bullterrier\n02093256_13419.jpg|n02104365-schipperke
n02093256-Staffordshire_bullterrier\n02093256_1371.jpg|n02093256-Staffordshire_bullterrier
n02093256-Staffordshire_bullterrier\n02093256_1384.jpg|n02097130-giant_schnauzer
n02093256-Staffordshire_bullterrier\n02093256_13858.jpg|n02112350-keeshond
n02093256-Staffordshire_bullterrier\n02093256_14522.jpg|n02106166-Border_collie
n02093256-Staffordshire_bullterrier\n02093256_14608.jpg|n02086910-papillon
n02093428-American_Staffordshire_terrier\n02093428_10164.jpg|n02097130-giant_schnauzer
n02093428-American_Staffordshire_terrier\n02093428_10245.jpg|n02102177-Welsh_springer_spaniel
n02093428-American_Staffordshire_terrier\n02093428_10328.jpg|n02111277-Newfoundland
n02093428-American_Staffordshire_terrier\n02093428_10365.jpg|n02111277-Newfoundland
n02093428-American_Staffordshire_terrier\n02093428_10381.jpg|n02105641-Old_English_sheepdog
n02093428-American_Staffordshire_terrier\n02093428_10575.jpg|n02099712-Labrador_retriever
n02093428-American_Staffordshire_terrier\n02093428_1070.jpg|n02097474-Tibetan_terrier
n02093428-American_Staffordshire_terrier\n02093428_10761.jpg|n02110958-pug
n02093428-American_Staffordshire_terrier\n02093428_10807.jpg|n02113023-Pembroke
n02093428-American_Staffordshire_terrier\n02093428_10896.jpg|n02105412-kelpie
n02093428-American_Staffordshire_terrier\n02093428_10908.jpg|n02115913-dhole
n02093428-American_Staffordshire_terrier\n02093428_10929.jpg|n02111129-Leonberg
n02093428-American_Staffordshire_terrier\n02093428_10947.jpg|n02096051-Airedale
n02093428-American_Staffordshire_terrier\n02093428_11.jpg|n02099601-golden_retriever
n02093428-American_Staffordshire_terrier\n02093428_1108.jpg|n02097130-giant_schnauzer
n02093428-American_Staffordshire_terrier\n02093428_111.jpg|n02092002-Scottish_deerhound
n02093428-American_Staffordshire_terrier\n02093428_11151.jpg|n02093754-Border_terrier
n02093428-American_Staffordshire_terrier\n02093428_11160.jpg|n02086646-Blenheim_spaniel
n02093428-American_Staffordshire_terrier\n02093428_11598.jpg|n02096437-Dandie_Dinmont
n02093428-American_Staffordshire_terrier\n02093428_1162.jpg|n02085936-Maltese_dog
n02093428-American_Staffordshire_terrier\n02093428_11793.jpg|n02093754-Border_terrier
n02093428-American_Staffordshire_terrier\n02093428_11916.jpg|n02101556-clumber
n02093428-American_Staffordshire_terrier\n02093428_11926.jpg|n02090622-borzoi
n02093428-American_Staffordshire_terrier\n02093428_12016.jpg|n02111500-Great_Pyrenees
n02093647-Bedlington_terrier\n02093647_1022.jpg|n02111500-Great_Pyrenees
n02093647-Bedlington_terrier\n02093647_1030.jpg|n02095570-Lakeland_terrier
n02093647-Bedlington_terrier\n02093647_1037.jpg|n02088632-bluetick
n02093647-Bedlington_terrier\n02093647_1060.jpg|n02091467-Norwegian_elkhound
n02093647-Bedlington_terrier\n02093647_1071.jpg|n02098105-soft-coated_wheaten_terrier
n02093647-Bedlington_terrier\n02093647_1081.jpg|n02094114-Norfolk_terrier
n02093647-Bedlington_terrier\n02093647_1101.jpg|n02105505-komondor
n02093647-Bedlington_terrier\n02093647_1108.jpg|n02090721-Irish_wolfhound
n02093647-Bedlington_terrier\n02093647_1120.jpg|n02111129-Leonberg
n02093647-Bedlington_terrier\n02093647_1129.jpg|n02097130-giant_schnauzer
n02093647-Bedlington_terrier\n02093647_1156.jpg|n02095889-Sealyham_terrier
n02093647-Bedlington_terrier\n02093647_1161.jpg|n02111889-Samoyed
n02093647-Bedlington_terrier\n02093647_1174.jpg|n02093647-Bedlington_terrier
n02093647-Bedlington_terrier\n02093647_120.jpg|n02090721-Irish_wolfhound
n02093647-Bedlington_terrier\n02093647_1201.jpg|n02098105-soft-coated_wheaten_terrier
n02093647-Bedlington_terrier\n02093647_1226.jpg|n02085936-Maltese_dog
n02093647-Bedlington_terrier\n02093647_1228.jpg|n02093647-Bedlington_terrier
n02093647-Bedlington_terrier\n02093647_1235.jpg|n02085936-Maltese_dog
n02093647-Bedlington_terrier\n02093647_1238.jpg|n02095889-Sealyham_terrier
n02093647-Bedlington_terrier\n02093647_1247.jpg|n02091467-Norwegian_elkhound
n02093647-Bedlington_terrier\n02093647_1249.jpg|n02093647-Bedlington_terrier
n02093647-Bedlington_terrier\n02093647_126.jpg|n02093647-Bedlington_terrier
n02093647-Bedlington_terrier\n02093647_1263.jpg|n02086910-papillon
n02093647-Bedlington_terrier\n02093647_1278.jpg|n02093647-Bedlington_terrier
n02093647-Bedlington_terrier\n02093647_1292.jpg|n02098286-West_Highland_white_terrier
n02093647-Bedlington_terrier\n02093647_1306.jpg|n02104029-kuvasz
n02093647-Bedlington_terrier\n02093647_1338.jpg|n02098286-West_Highland_white_terrier
n02093754-Border_terrier\n02093754_1062.jpg|n02093991-Irish_terrier
n02093754-Border_terrier\n02093754_1100.jpg|n02099849-Chesapeake_Bay_retriever
n02093754-Border_terrier\n02093754_1102.jpg|n02098413-Lhasa
n02093754-Border_terrier\n02093754_1111.jpg|n02115641-dingo
n02093754-Border_terrier\n02093754_1148.jpg|n02087394-Rhodesian_ridgeback
n02093754-Border_terrier\n02093754_115.jpg|n02098286-West_Highland_white_terrier
n02093754-Border_terrier\n02093754_123.jpg|n02086240-Shih-Tzu
n02093754-Border_terrier\n02093754_1247.jpg|n02087394-Rhodesian_ridgeback
n02093754-Border_terrier\n02093754_1256.jpg|n02096177-cairn
n02093754-Border_terrier\n02093754_1283.jpg|n02095570-Lakeland_terrier
n02093754-Border_terrier\n02093754_1310.jpg|n02110185-Siberian_husky
n02093754-Border_terrier\n02093754_1329.jpg|n02088094-Afghan_hound
n02093754-Border_terrier\n02093754_1422.jpg|n02091244-Ibizan_hound
n02093754-Border_terrier\n02093754_1460.jpg|n02097658-silky_terrier
n02093754-Border_terrier\n02093754_1464.jpg|n02099849-Chesapeake_Bay_retriever
n02093754-Border_terrier\n02093754_1536.jpg|n02088466-bloodhound
n02093754-Border_terrier\n02093754_1557.jpg|n02115913-dhole
n02093754-Border_terrier\n02093754_1652.jpg|n02094258-Norwich_terrier
n02093754-Border_terrier\n02093754_1722.jpg|n02091635-otterhound
n02093754-Border_terrier\n02093754_175.jpg|n02096051-Airedale
n02093754-Border_terrier\n02093754_180.jpg|n02093754-Border_terrier
n02093754-Border_terrier\n02093754_1833.jpg|n02093754-Border_terrier
n02093754-Border_terrier\n02093754_1845.jpg|n02106662-German_shepherd
n02093754-Border_terrier\n02093754_186.jpg|n02093859-Kerry_blue_terrier
n02093754-Border_terrier\n02093754_1861.jpg|n02105251-briard
n02093859-Kerry_blue_terrier\n02093859_10.jpg|n02097130-giant_schnauzer
n02093859-Kerry_blue_terrier\n02093859_1003.jpg|n02112706-Brabancon_griffon
n02093859-Kerry_blue_terrier\n02093859_1062.jpg|n02105056-groenendael
n02093859-Kerry_blue_terrier\n02093859_1120.jpg|n02102973-Irish_water_spaniel
n02093859-Kerry_blue_terrier\n02093859_1127.jpg|n02097298-Scotch_terrier
n02093859-Kerry_blue_terrier\n02093859_1136.jpg|n02093859-Kerry_blue_terrier
n02093859-Kerry_blue_terrier\n02093859_1139.jpg|n02097130-giant_schnauzer
n02093859-Kerry_blue_terrier\n02093859_1154.jpg|n02097130-giant_schnauzer
n02093859-Kerry_blue_terrier\n02093859_1166.jpg|n02107683-Bernese_mountain_dog
n02093859-Kerry_blue_terrier\n02093859_1169.jpg|n02094433-Yorkshire_terrier
n02093859-Kerry_blue_terrier\n02093859_1194.jpg|n02092002-Scottish_deerhound
n02093859-Kerry_blue_terrier\n02093859_1209.jpg|n02092002-Scottish_deerhound
n02093859-Kerry_blue_terrier\n02093859_1213.jpg|n02097130-giant_schnauzer
n02093859-Kerry_blue_terrier\n02093859_1218.jpg|n02113978-Mexican_hairless
n02093859-Kerry_blue_terrier\n02093859_1239.jpg|n02093859-Kerry_blue_terrier
n02093859-Kerry_blue_terrier\n02093859_1251.jpg|n02093859-Kerry_blue_terrier
n02093859-Kerry_blue_terrier\n02093859_1279.jpg|n02093859-Kerry_blue_terrier
n02093859-Kerry_blue_terrier\n02093859_132.jpg|n02102973-Irish_water_spaniel
n02093859-Kerry_blue_terrier\n02093859_1355.jpg|n02102973-Irish_water_spaniel
n02093859-Kerry_blue_terrier\n02093859_1397.jpg|n02093859-Kerry_blue_terrier
n02093859-Kerry_blue_terrier\n02093859_14.jpg|n02105505-komondor
n02093859-Kerry_blue_terrier\n02093859_1453.jpg|n02092002-Scottish_deerhound
n02093859-Kerry_blue_terrier\n02093859_1456.jpg|n02106382-Bouvier_des_Flandres
n02093859-Kerry_blue_terrier\n02093859_1464.jpg|n02088094-Afghan_hound
n02093859-Kerry_blue_terrier\n02093859_1498.jpg|n02097298-Scotch_terrier
n02093859-Kerry_blue_terrier\n02093859_1519.jpg|n02092002-Scottish_deerhound
n02093991-Irish_terrier\n02093991_1026.jpg|n02097658-silky_terrier
n02093991-Irish_terrier\n02093991_1038.jpg|n02094258-Norwich_terrier
n02093991-Irish_terrier\n02093991_1105.jpg|n02112137-chow
n02093991-Irish_terrier\n02093991_114.jpg|n02100877-Irish_setter
n02093991-Irish_terrier\n02093991_1142.jpg|n02100583-vizsla
n02093991-Irish_terrier\n02093991_1179.jpg|n02093991-Irish_terrier
n02093991-Irish_terrier\n02093991_118.jpg|n02093991-Irish_terrier
n02093991-Irish_terrier\n02093991_1202.jpg|n02088466-bloodhound
n02093991-Irish_terrier\n02093991_122.jpg|n02100583-vizsla
n02093991-Irish_terrier\n02093991_1243.jpg|n02112137-chow
n02093991-Irish_terrier\n02093991_1276.jpg|n02110806-basenji
n02093991-Irish_terrier\n02093991_1282.jpg|n02115913-dhole
n02093991-Irish_terrier\n02093991_130.jpg|n02102480-Sussex_spaniel
n02093991-Irish_terrier\n02093991_1310.jpg|n02100583-vizsla
n02093991-Irish_terrier\n02093991_1315.jpg|n02091635-otterhound
n02093991-Irish_terrier\n02093991_1321.jpg|n02096051-Airedale
n02093991-Irish_terrier\n02093991_1335.jpg|n02097658-silky_terrier
n02093991-Irish_terrier\n02093991_1339.jpg|n02112706-Brabancon_griffon
n02093991-Irish_terrier\n02093991_1394.jpg|n02097658-silky_terrier
n02093991-Irish_terrier\n02093991_1397.jpg|n02115913-dhole
n02093991-Irish_terrier\n02093991_1407.jpg|n02093754-Border_terrier
n02093991-Irish_terrier\n02093991_1529.jpg|n02097658-silky_terrier
n02093991-Irish_terrier\n02093991_1534.jpg|n02097658-silky_terrier
n02093991-Irish_terrier\n02093991_1565.jpg|n02096294-Australian_terrier
n02093991-Irish_terrier\n02093991_1581.jpg|n02115913-dhole
n02094114-Norfolk_terrier\n02094114_1020.jpg|n02094114-Norfolk_terrier
n02094114-Norfolk_terrier\n02094114_1076.jpg|n02112018-Pomeranian
n02094114-Norfolk_terrier\n02094114_113.jpg|n02096294-Australian_terrier
n02094114-Norfolk_terrier\n02094114_1136.jpg|n02115641-dingo
n02094114-Norfolk_terrier\n02094114_1173.jpg|n02113023-Pembroke
n02094114-Norfolk_terrier\n02094114_1179.jpg|n02096177-cairn
n02094114-Norfolk_terrier\n02094114_1198.jpg|n02097658-silky_terrier
n02094114-Norfolk_terrier\n02094114_1230.jpg|n02088094-Afghan_hound
n02094114-Norfolk_terrier\n02094114_1232.jpg|n02097658-silky_terrier
n02094114-Norfolk_terrier\n02094114_1267.jpg|n02086240-Shih-Tzu
n02094114-Norfolk_terrier\n02094114_1330.jpg|n02108089-boxer
n02094114-Norfolk_terrier\n02094114_1353.jpg|n02088466-bloodhound
n02094114-Norfolk_terrier\n02094114_140.jpg|n02096177-cairn
n02094114-Norfolk_terrier\n02094114_1416.jpg|n02096294-Australian_terrier
n02094114-Norfolk_terrier\n02094114_1444.jpg|n02102480-Sussex_spaniel
n02094114-Norfolk_terrier\n02094114_1448.jpg|n02094258-Norwich_terrier
n02094114-Norfolk_terrier\n02094114_1457.jpg|n02097298-Scotch_terrier
n02094114-Norfolk_terrier\n02094114_1459.jpg|n02112137-chow
n02094114-Norfolk_terrier\n02094114_1464.jpg|n02094258-Norwich_terrier
n02094114-Norfolk_terrier\n02094114_1467.jpg|n02099849-Chesapeake_Bay_retriever
n02094114-Norfolk_terrier\n02094114_1490.jpg|n02094114-Norfolk_terrier
n02094114-Norfolk_terrier\n02094114_1497.jpg|n02112018-Pomeranian
n02094114-Norfolk_terrier\n02094114_1498.jpg|n02094114-Norfolk_terrier
n02094114-Norfolk_terrier\n02094114_1505.jpg|n02087394-Rhodesian_ridgeback
n02094114-Norfolk_terrier\n02094114_1519.jpg|n02093754-Border_terrier
n02094258-Norwich_terrier\n02094258_1003.jpg|n02097209-standard_schnauzer
n02094258-Norwich_terrier\n02094258_1004.jpg|n02099601-golden_retriever
n02094258-Norwich_terrier\n02094258_103.jpg|n02116738-African_hunting_dog
n02094258-Norwich_terrier\n02094258_1036.jpg|n02112018-Pomeranian
n02094258-Norwich_terrier\n02094258_1065.jpg|n02112018-Pomeranian
n02094258-Norwich_terrier\n02094258_1091.jpg|n02112018-Pomeranian
n02094258-Norwich_terrier\n02094258_1106.jpg|n02094258-Norwich_terrier
n02094258-Norwich_terrier\n02094258_112.jpg|n02091635-otterhound
n02094258-Norwich_terrier\n02094258_1130.jpg|n02115641-dingo
n02094258-Norwich_terrier\n02094258_1132.jpg|n02094114-Norfolk_terrier
n02094258-Norwich_terrier\n02094258_1150.jpg|n02094258-Norwich_terrier
n02094258-Norwich_terrier\n02094258_1156.jpg|n02096294-Australian_terrier
n02094258-Norwich_terrier\n02094258_1187.jpg|n02098105-soft-coated_wheaten_terrier
n02094258-Norwich_terrier\n02094258_1192.jpg|n02113978-Mexican_hairless
n02094258-Norwich_terrier\n02094258_1219.jpg|n02094114-Norfolk_terrier
n02094258-Norwich_terrier\n02094258_1220.jpg|n02096051-Airedale
n02094258-Norwich_terrier\n02094258_125.jpg|n02112018-Pomeranian
n02094258-Norwich_terrier\n02094258_1278.jpg|n02112350-keeshond
n02094258-Norwich_terrier\n02094258_1281.jpg|n02094114-Norfolk_terrier
n02094258-Norwich_terrier\n02094258_1291.jpg|n02108422-bull_mastiff
n02094258-Norwich_terrier\n02094258_130.jpg|n02111129-Leonberg
n02094258-Norwich_terrier\n02094258_1340.jpg|n02096294-Australian_terrier
n02094258-Norwich_terrier\n02094258_1345.jpg|n02096051-Airedale
n02094258-Norwich_terrier\n02094258_1368.jpg|n02113023-Pembroke
n02094258-Norwich_terrier\n02094258_1386.jpg|n02096177-cairn
n02094258-Norwich_terrier\n02094258_1404.jpg|n02095570-Lakeland_terrier
n02094258-Norwich_terrier\n02094258_1407.jpg|n02088094-Afghan_hound
n02094433-Yorkshire_terrier\n02094433_10123.jpg|n02088466-bloodhound
n02094433-Yorkshire_terrier\n02094433_10126.jpg|n02096051-Airedale
n02094433-Yorkshire_terrier\n02094433_10184.jpg|n02096294-Australian_terrier
n02094433-Yorkshire_terrier\n02094433_1030.jpg|n02094114-Norfolk_terrier
n02094433-Yorkshire_terrier\n02094433_1177.jpg|n02105251-briard
n02094433-Yorkshire_terrier\n02094433_1210.jpg|n02095570-Lakeland_terrier
n02094433-Yorkshire_terrier\n02094433_1211.jpg|n02096294-Australian_terrier
n02094433-Yorkshire_terrier\n02094433_1219.jpg|n02115913-dhole
n02094433-Yorkshire_terrier\n02094433_126.jpg|n02095570-Lakeland_terrier
n02094433-Yorkshire_terrier\n02094433_1269.jpg|n02099849-Chesapeake_Bay_retriever
n02094433-Yorkshire_terrier\n02094433_1301.jpg|n02092002-Scottish_deerhound
n02094433-Yorkshire_terrier\n02094433_1312.jpg|n02096294-Australian_terrier
n02094433-Yorkshire_terrier\n02094433_1324.jpg|n02096294-Australian_terrier
n02094433-Yorkshire_terrier\n02094433_1376.jpg|n02112706-Brabancon_griffon
n02094433-Yorkshire_terrier\n02094433_1483.jpg|n02097298-Scotch_terrier
n02094433-Yorkshire_terrier\n02094433_1490.jpg|n02088632-bluetick
n02094433-Yorkshire_terrier\n02094433_1525.jpg|n02102973-Irish_water_spaniel
n02094433-Yorkshire_terrier\n02094433_1539.jpg|n02094258-Norwich_terrier
n02094433-Yorkshire_terrier\n02094433_1634.jpg|n02115641-dingo
n02094433-Yorkshire_terrier\n02094433_1765.jpg|n02088466-bloodhound
n02094433-Yorkshire_terrier\n02094433_1770.jpg|n02096051-Airedale
n02094433-Yorkshire_terrier\n02094433_1772.jpg|n02096177-cairn
n02094433-Yorkshire_terrier\n02094433_1824.jpg|n02097658-silky_terrier
n02094433-Yorkshire_terrier\n02094433_1849.jpg|n02091467-Norwegian_elkhound
n02095314-wire-haired_fox_terrier\n02095314_1033.jpg|n02085782-Japanese_spaniel
n02095314-wire-haired_fox_terrier\n02095314_1043.jpg|n02089973-English_foxhound
n02095314-wire-haired_fox_terrier\n02095314_105.jpg|n02095314-wire-haired_fox_terrier
n02095314-wire-haired_fox_terrier\n02095314_1054.jpg|n02089867-Walker_hound
n02095314-wire-haired_fox_terrier\n02095314_108.jpg|n02095314-wire-haired_fox_terrier
n02095314-wire-haired_fox_terrier\n02095314_1080.jpg|n02090622-borzoi
n02095314-wire-haired_fox_terrier\n02095314_1100.jpg|n02109525-Saint_Bernard
n02095314-wire-haired_fox_terrier\n02095314_1104.jpg|n02088466-bloodhound
n02095314-wire-haired_fox_terrier\n02095314_1116.jpg|n02095314-wire-haired_fox_terrier
n02095314-wire-haired_fox_terrier\n02095314_1177.jpg|n02088466-bloodhound
n02095314-wire-haired_fox_terrier\n02095314_1212.jpg|n02085936-Maltese_dog
n02095314-wire-haired_fox_terrier\n02095314_1268.jpg|n02094114-Norfolk_terrier
n02095314-wire-haired_fox_terrier\n02095314_1278.jpg|n02115641-dingo
n02095314-wire-haired_fox_terrier\n02095314_1282.jpg|n02095889-Sealyham_terrier
n02095314-wire-haired_fox_terrier\n02095314_138.jpg|n02105855-Shetland_sheepdog
n02095314-wire-haired_fox_terrier\n02095314_1395.jpg|n02095570-Lakeland_terrier
n02095314-wire-haired_fox_terrier\n02095314_1407.jpg|n02086910-papillon
n02095314-wire-haired_fox_terrier\n02095314_1505.jpg|n02112018-Pomeranian
n02095314-wire-haired_fox_terrier\n02095314_1533.jpg|n02090622-borzoi
n02095314-wire-haired_fox_terrier\n02095314_1536.jpg|n02090622-borzoi
n02095314-wire-haired_fox_terrier\n02095314_157.jpg|n02098413-Lhasa
n02095314-wire-haired_fox_terrier\n02095314_1577.jpg|n02097209-standard_schnauzer
n02095314-wire-haired_fox_terrier\n02095314_1582.jpg|n02088094-Afghan_hound
n02095570-Lakeland_terrier\n02095570_1031.jpg|n02096177-cairn
n02095570-Lakeland_terrier\n02095570_104.jpg|n02102480-Sussex_spaniel
n02095570-Lakeland_terrier\n02095570_1057.jpg|n02111129-Leonberg
n02095570-Lakeland_terrier\n02095570_1068.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1088.jpg|n02090721-Irish_wolfhound
n02095570-Lakeland_terrier\n02095570_1131.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1148.jpg|n02096294-Australian_terrier
n02095570-Lakeland_terrier\n02095570_1149.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1157.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1171.jpg|n02105056-groenendael
n02095570-Lakeland_terrier\n02095570_1176.jpg|n02097130-giant_schnauzer
n02095570-Lakeland_terrier\n02095570_1208.jpg|n02097474-Tibetan_terrier
n02095570-Lakeland_terrier\n02095570_126.jpg|n02115641-dingo
n02095570-Lakeland_terrier\n02095570_1270.jpg|n02097298-Scotch_terrier
n02095570-Lakeland_terrier\n02095570_1283.jpg|n02097298-Scotch_terrier
n02095570-Lakeland_terrier\n02095570_1310.jpg|n02097658-silky_terrier
n02095570-Lakeland_terrier\n02095570_1372.jpg|n02111129-Leonberg
n02095570-Lakeland_terrier\n02095570_1437.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1438.jpg|n02098413-Lhasa
n02095570-Lakeland_terrier\n02095570_1445.jpg|n02088094-Afghan_hound
n02095570-Lakeland_terrier\n02095570_1461.jpg|n02095570-Lakeland_terrier
n02095570-Lakeland_terrier\n02095570_1482.jpg|n02098105-soft-coated_wheaten_terrier
n02095570-Lakeland_terrier\n02095570_1489.jpg|n02094114-Norfolk_terrier
n02095570-Lakeland_terrier\n02095570_1547.jpg|n02098105-soft-coated_wheaten_terrier
n02095570-Lakeland_terrier\n02095570_1575.jpg|n02090622-borzoi
n02095570-Lakeland_terrier\n02095570_1590.jpg|n02111889-Samoyed
n02095570-Lakeland_terrier\n02095570_1609.jpg|n02098105-soft-coated_wheaten_terrier
n02095570-Lakeland_terrier\n02095570_163.jpg|n02096177-cairn
n02095570-Lakeland_terrier\n02095570_1663.jpg|n02108422-bull_mastiff
n02095889-Sealyham_terrier\n02095889_10.jpg|n02105505-komondor
n02095889-Sealyham_terrier\n02095889_1003.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1019.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1044.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_107.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1120.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1145.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1175.jpg|n02093647-Bedlington_terrier
n02095889-Sealyham_terrier\n02095889_1208.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1213.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1241.jpg|n02093991-Irish_terrier
n02095889-Sealyham_terrier\n02095889_1255.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1290.jpg|n02095889-Sealyham_terrier
n02095889-Sealyham_terrier\n02095889_1313.jpg|n02111500-Great_Pyrenees
n02095889-Sealyham_terrier\n02095889_1323.jpg|n02091032-Italian_greyhound
n02095889-Sealyham_terrier\n02095889_1328.jpg|n02096437-Dandie_Dinmont
